0,AA/srt_file 102 =3D3arWGujRM,12.498621,-0.3146215
0,AA/srt_file 41 =o_qnQAM6Rms,12.491773,-0.39755836
0,AA/srt_file 79 =TCoIlVrhoBE,12.457829,-0.3854225
0,AA/srt_file 66 =RHWJRrHYuuo,8.848554,-0.68976235
1,MIT/srt_file 16 =RmqwBGN4-kE,11.86925,0.108666815
1,Know/srt_file 31 =jn_PIQpgqWI,12.1938715,0.89727145
1,Know/srt_file 19 =9RQFksy4w_I,12.031931,0.29209736
1,Know/srt_file 3 =4EbmL98BWQI,12.414698,1.358162
1,Know/srt_file 27 =eHdLNOYME0I,12.427578,-0.5062062
1,Know/srt_file 24 =wvgkfM2JWTM,12.06582,2.1426744
1,Know/srt_file 17 =9-x7RC0-yMQ,12.492888,0.99048376
1,Know/srt_file 28 =5nDl3tjTqgg,12.443866,1.7184483
1,Know/srt_file 13 =1UW3fJwmRn0,12.33719,1.1257638
1,Know/srt_file 1 =2mO7JYJEoIM,12.697014,1.1898623
1,Know/srt_file 29 =RJFr4eEv9sI,11.35333,1.5882365
1,Know/srt_file 26 =8U0HAu7AIF0,10.923312,1.5552397
1,Know/srt_file 23 =wJm1FMudkx8,12.493153,1.8146106
1,GSD/srt_file 9 =KQT7kh2wq_M,10.611359,1.8739947
1,GSD/srt_file 20 =o430RPXP-Yc,12.552115,1.3989956
1,AA/srt_file 1 =T5tZqmIusuQ,12.41174,0.84091884
1,AA/srt_file 31 =WlRjqIGEjLM,11.938966,0.75293773
1,AA/srt_file 68 =FQhe04lwAL8,12.101668,1.3850229
1,AA/srt_file 60 =LdPHHuaJ4nY,12.171087,1.1575372
1,AA/srt_file 24 =q3LwcP4zKAs,11.63471,0.9161027
1,AA/srt_file 85 =LZ8maN0D4KE,11.815924,0.6217829
1,AA/srt_file 7 =pUPlIg_pZmU,11.986675,0.32228068
1,AA/srt_file 62 =Q88qB01KB7A,12.152014,0.540891
1,AA/srt_file 22 =ThSavLuQuj4,11.840829,-0.03560703
1,AA/srt_file 107 =EQukyxzIHZ0,12.39343,-0.40817207
1,AA/srt_file 74 =mEnPrSJ2n94,11.710781,0.44951585
1,AA/srt_file 129 =Gwgb0jlTzFE,10.386345,0.6618407
1,AA/srt_file 32 =0Ax6ZtDvkiE,12.341168,0.7507335
1,AA/srt_file 105 =w0n-SXXEBnc,10.711859,-0.084345065
1,AA/srt_file 17 =oFz-eXi8fOo,11.822159,1.4932275
1,AA/srt_file 34 =VuW1r03h-AA,11.891406,0.5209694
1,AA/srt_file 50 =lt-1l2k9bK8,11.674474,0.3548234
1,AA/srt_file 12 =-kfGbOJ4ev8,11.509445,0.5132108
1,AA/srt_file 61 =vCRJ0RzyggY,11.299339,1.1796619
1,AA/srt_file 80 =2HSHO7UhsPI,12.001709,-0.24600464
1,RISD/srt_file 1 =WuKWhJQq9uE,11.304784,-0.5757054
1,RISD/srt_file 0 =pgcg__LFQCI,11.823742,-0.24662742
1,CU/srt_file 1 =3u53uj14rSs,11.449652,1.662575
1,CU/srt_file 9 =v1LbmaPQo30,11.902302,1.6498761
1,CU/srt_file 19 =mTvRNrzFtvM,12.421379,-0.23416778
1,CU/srt_file 31 =dn9zOi9Hzs0,11.946205,1.1208795
1,CU/srt_file 34 =GRbDURTE6bg,12.096177,0.76502013
1,CU/srt_file 25 =np1vMucJXio,12.483209,-0.1800449
1,CU/srt_file 6 =BZtafirY8Yo,11.608133,-0.5555378
1,CU/srt_file 13 =Y2QDvIYo3lk,11.683797,1.9222238
1,CU/srt_file 36 =TqqDjdWd5EY,11.7383,-0.17076702
1,CU/srt_file 41 =ep2LdzrJRjs,12.601313,1.0435393
1,CU/srt_file 37 =gy71LZznLj8,11.892898,1.6191905
1,CU/srt_file 8 =jqM2NhdPpG8,12.458202,1.6959037
1,CU/srt_file 26 =VczISRdpnTU,12.3460045,0.29147705
1,CU/srt_file 5 =av_T_-F-xJw,12.409107,1.6457107
2,MIT/srt_file 7 =bhhS66oJaVI,10.215807,0.6911542
2,MIT/srt_file 8 =drJRsOQd5mo,10.44451,2.373796
2,MIT/srt_file 1 =j28ZbvUtgZ0,8.614153,0.93709165
2,MIT/srt_file 17 =zRy8vSaNncA,10.400189,1.9986802
2,MIT/srt_file 15 =1EqafGRPqgU,8.462128,1.3958132
2,MIT/srt_file 5 =Ca8j9lQcGbw,8.894275,2.7988884
2,MIT/srt_file 13 =2VwLZLp6Dsg,9.129305,-1.7341061
2,MIT/srt_file 0 =G3conb45gPc,11.848798,-0.700827
2,MIT/srt_file 2 =4R5QGsnLzVw,8.605287,1.5902354
2,MIT/srt_file 4 =72FixmpswrM,9.17973,2.5926938
2,MIT/srt_file 3 =Ve6pC8Vfm34,8.73859,2.1738548
2,MIT/srt_file 11 =t38Bgaxkv-s,9.213589,-1.741559
2,Know/srt_file 8 =23JrqD5XxB8,9.195415,3.1927931
2,Know/srt_file 18 =-nHA41S4FNw,8.858287,3.1443906
2,Know/srt_file 0 =54wljK-pyMU,10.500446,-0.0055830763
2,Know/srt_file 11 =V3XHrmK3GBQ,8.511697,0.0040151095
2,Know/srt_file 20 =1FqmH2cAGoA,12.22112,1.3455938
2,Know/srt_file 9 =PG3Z7--Paws,9.163173,1.531888
2,Know/srt_file 25 =fTSqTH5blUA,9.678855,1.512849
2,Know/srt_file 7 =ccbzdLvEqRM,9.589,-0.6943469
2,Know/srt_file 21 =7q3coMC_IIw,12.704041,1.1646994
2,Know/srt_file 2 =BoCNs6tca70,10.634354,1.263378
2,Know/srt_file 14 =5H-d2mmjLAU,12.083991,0.76553905
2,Know/srt_file 22 =S8KzZePnxEI,12.2029295,-0.84474754
2,Know/srt_file 12 =CfGUB6eucEI,10.155537,1.4598312
2,Know/srt_file 15 =dCi_GF_arbY,10.6576185,2.3470285
2,Know/srt_file 10 =_6jkRV56rEk,9.549172,1.930843
2,Know/srt_file 5 =WMTLBbtxO-Q,8.401678,0.983712
2,GSD/srt_file 7 =O9x0PPy2LsY,10.26866,1.2855244
2,GSD/srt_file 31 =wMS-Vye4i3w,9.275729,1.7357091
2,GSD/srt_file 26 =xXV5MJcZnd4,10.37374,2.1251101
2,GSD/srt_file 31 =UkKKvodQ4kU,10.589501,1.918743
2,GSD/srt_file 4 =gzpZXTiTUgE,12.5223055,1.7241062
2,GSD/srt_file 5 =JsvYA-fNUIk,9.949669,1.7412721
2,GSD/srt_file 16 =pmzBB_ZjJvw,9.31182,0.93550086
2,GSD/srt_file 28 =5wPZXZk_yEw,10.399803,1.5478605
2,GSD/srt_file 6 =sEt7maYnw3c,8.057365,-0.6918389
2,GSD/srt_file 21 =vzuj1BVXyEo,7.7333417,0.83255476
2,GSD/srt_file 1 =qH5jp3U69LI,10.289466,2.3380978
2,GSD/srt_file 30 =nTFwmFigHjU,11.43316,2.6151314
2,GSD/srt_file 10 =QyJIEbEwN9E,10.8646755,0.47990108
2,GSD/srt_file 18 =LB5CAldm-IA,10.881877,2.2123313
2,GSD/srt_file 2 =qF3MCtwgwiU,8.709383,-0.6850958
2,GSD/srt_file 22 =ibmmuT6PMUw,10.979152,2.2986708
2,GSD/srt_file 8 =6N70LEOOCMw,10.202318,1.1399257
2,GSD/srt_file 33 =wsO_R0zvP_Q,11.164516,1.4562038
2,GSD/srt_file 23 =USRaFhH7jIw,10.014537,1.4289526
2,GSD/srt_file 11 =tjd2sveww3w,8.967762,1.9393636
2,GSD/srt_file 32 =U_xXkzUMIH0,9.365711,2.036825
2,GSD/srt_file 29 =MW_NOKFwywM,8.951238,1.4594321
2,GSD/srt_file 17 =ChUuEQEkSyc,12.182662,-0.94936395
2,GSD/srt_file 21 =td-Qt0OIRWM,10.51683,1.3014749
2,GSD/srt_file 34 =gYJ7woGW3uw,10.774439,2.5393848
2,GSD/srt_file 3 =Za6wvoQ3aSQ,9.183,1.79649
2,GSD/srt_file 12 =nk3Rz8CmTPE,11.252201,2.120459
2,GSD/srt_file 13 =EsWDjicc-K4,10.858042,2.2307246
2,AA/srt_file 39 =P7KTClc91F4,8.788751,1.9637063
2,AA/srt_file 15 =Sbgh2kl_IgU,10.853732,-0.2841774
2,AA/srt_file 112 =mhf_akPIUy8,11.2757,0.43983313
2,AA/srt_file 88 =6V1J23g9QIg,10.97851,2.0846279
2,AA/srt_file 89 =csiJtsKiAhc,8.938024,1.3043842
2,AA/srt_file 86 =JWz09XJc3eU,9.804232,-1.5912969
2,AA/srt_file 125 =WyO8Y1WCrgE,10.223947,0.9028397
2,AA/srt_file 108 =3BfYI6rvt2U,11.131122,-0.32385397
2,AA/srt_file 110 =qE_jV7jw3wo,9.327005,-0.35915288
2,AA/srt_file 109 =vGJ9ePYrfCo,10.892048,-0.19570495
2,AA/srt_file 46 =rLJXOahSElI,8.684933,1.9671918
2,AA/srt_file 19 =odWeOejslAY,10.128625,1.2855226
2,AA/srt_file 99 =P-R4lZZgI5E,7.5403814,0.8862941
2,AA/srt_file 91 =WWVrceZC44o,11.761662,1.8594651
2,AA/srt_file 57 =anrClWFdUDw,8.74446,0.3173694
2,AA/srt_file 121 =HIpWmvliSHA,11.760427,2.4620657
2,AA/srt_file 45 =5G6hS-I1uzQ,8.649551,2.101922
2,AA/srt_file 59 =m_D43y9cjhY,10.196472,0.31444073
2,AA/srt_file 115 =EGZZHtvqiVU,8.424315,-0.17040776
2,AA/srt_file 113 =HnxdYN-skVY,10.453055,0.07184389
2,AA/srt_file 97 =qxsSRQmiptA,10.67516,0.30575842
2,AA/srt_file 70 =tfNnueeuLu0,12.1732025,-0.014579183
2,AA/srt_file 42 =3pYn41b5YGM,11.55689,2.6139715
2,AA/srt_file 13 =zxb2cI5OBBs,9.177677,-0.64226806
2,AA/srt_file 20 =vXsmMdwOrgw,8.833312,0.69430554
2,AA/srt_file 26 =Sk9Zt-sBZKE,8.994504,3.1790798
2,AA/srt_file 44 =mJZd3LSF52k,9.73825,-0.49840346
2,AA/srt_file 122 =vDaBvCkEuB8,8.901283,1.2830125
2,AA/srt_file 101 =ceWc_XYUxMU,9.649194,-0.039033804
2,AA/srt_file 119 =CV105-yNXPo,11.665869,-0.17280161
2,AA/srt_file 111 =3jZZKX76Cfo,8.419493,-0.49503013
2,AA/srt_file 18 =Dbnx6hdi6hs,9.353759,0.19166563
2,AA/srt_file 104 =Xf6-HwXq7NQ,10.861615,2.4540243
2,AA/srt_file 47 =Yl1sPzMRquc,10.81417,1.4535743
2,AA/srt_file 3 =IG7uL1F8TKM,10.210904,-0.84349173
2,AA/srt_file 53 =DMW_fXLLGyY,8.430195,1.3430204
2,AA/srt_file 114 =nbyUfjsri70,12.242455,1.0389576
2,AA/srt_file 103 =vAavRx7uoeA,11.372742,-0.013138908
2,AA/srt_file 14 =CPsjKa2mjhQ,11.773053,2.5080295
2,AA/srt_file 9 =meEqDUcU_rY,9.78349,1.9321214
2,AA/srt_file 40 =NsVSrm53QhQ,11.734691,-0.66122353
2,RISD/srt_file 15 =oU87Qn17SdM,7.626083,0.9591247
2,RISD/srt_file 8 =auFgpLJQ2ow,7.532195,0.5963889
2,RISD/srt_file 13 =XfdglNYwX-4,7.6404204,0.83490807
2,CU/srt_file 7 =PvFwV8q24C8,10.065688,-0.16505972
2,CU/srt_file 39 =YkxJaMCVgsA,11.826092,2.4424963
2,CU/srt_file 30 =gjM1a7dFLmc,11.717948,1.953157
2,CU/srt_file 38 =hQCuQefkBxM,8.533722,-0.565809
2,CU/srt_file 29 =3E2604cGv8U,11.867594,-0.49689996
2,CU/srt_file 28 =jvvC-w9hV6w,11.142265,2.2975144
2,CU/srt_file 27 =1D37p7wupAg,8.995044,3.1060178
2,CU/srt_file 40 =2kAjBZIro_U,11.608292,-0.07518702
2,CU/srt_file 21 =duhV8ZAExF8,11.8938675,2.3747332
2,CU/srt_file 15 =BJNEbIIbEqM,10.6544075,2.4368396
2,CU/srt_file 17 =c-vBajAtgps,9.779597,1.6463202
2,CU/srt_file 2 =WjKrBmG8-kE,11.302367,0.07557192
2,CU/srt_file 16 =ouJiioqx4zY,8.828461,3.1818497
2,CU/srt_file 33 =9Sbgn_HO_UU,10.374658,1.8876925
2,CU/srt_file 0 =V9fYb-eK5eQ,11.339647,2.0722697
2,CU/srt_file 35 =WBiXcdeJzI8,9.930243,1.9169382
2,CU/srt_file 4 =_IAYe2G_xuM,8.626209,-0.13530059
2,CU/srt_file 3 =E-RcNjsqaRM,9.01557,3.1769655
3,GSD/srt_file 19 =iWhRRhiAiyA,7.7189736,-0.2666093
3,GSD/srt_file 15 =oP9eUjGoiFM,7.5676093,-0.51380837
3,AA/srt_file 128 =Uln9-8wRgvw,7.6243668,-0.21999747
3,AA/srt_file 130 =L_PQvXElx4Y,7.64244,-0.42330605
3,AA/srt_file 131 =KBqWUnCd5Dg,7.5693684,-0.3973551
3,AA/srt_file 127 =SPlMATjqaXw,7.8021994,-0.5786873
3,AA/srt_file 132 =ICJv7BvGy9c,7.6356106,-0.43307313
3,AA/srt_file 133 =aHQmaGUpMXE,7.6242156,-0.24125978
4,MIT/srt_file 10 =9DmdqZ4X6oI,9.020788,-1.6960632
4,MIT/srt_file 12 =rqIRxxHtifY,9.01723,-1.7016072
4,MIT/srt_file 6 =8Q3gzCPTt2w,8.401037,0.6403993
4,MIT/srt_file 14 =sb4ZnvcEeuQ,8.910859,-1.4241016
4,MIT/srt_file 9 =8aoyOzcjcjU,10.526311,0.097987615
4,Know/srt_file 16 =7BQkiCSLCSg,9.246274,0.020690093
4,Know/srt_file 6 =gZmtFB30biY,9.9908085,-1.0967656
4,Know/srt_file 30 =G9xKF2ChBrk,9.898772,-1.4723477
4,Know/srt_file 4 =OV3QH3hWM-s,11.938628,-0.7095032
4,GSD/srt_file 14 =cLaY1to93Lw,9.4207535,1.6549692
4,GSD/srt_file 0 =_UjXgbuBo_Q,9.720683,0.43600577
4,GSD/srt_file 25 =7PoRrVqJ-FQ,9.1534395,1.6967924
4,GSD/srt_file 24 =9fwb3A92eoY,10.955976,0.7117864
4,GSD/srt_file 27 =iiFnJ5hJ1nA,8.6907625,1.5371877
4,AA/srt_file 10 =PxXVBx06eRs,8.916453,1.384925
4,AA/srt_file 38 =Szo0zjnMNQs,9.611177,0.5843461
4,AA/srt_file 37 =wPAVJuRjqu0,10.478755,-0.28923613
4,AA/srt_file 106 =UKDVKIzCXlc,9.02455,-0.5636835
4,AA/srt_file 135 =UkraaawwqKs,11.595832,0.8534053
4,AA/srt_file 64 =aaDILEZ8P68,8.53884,-0.62729764
4,AA/srt_file 71 =PqQB15ipF6s,9.879155,1.04428
4,AA/srt_file 28 =ocaTAJrRLhQ,9.626807,0.70861834
4,AA/srt_file 8 =-kZd8j9CpXI,9.815472,-0.2730214
4,AA/srt_file 93 =fydZRm8JVMk,10.129741,0.36007044
4,AA/srt_file 30 =OFgQ7S0Y_rI,8.71705,0.57887894
4,AA/srt_file 29 =XS8KkzTqxAw,8.562784,0.25427774
4,AA/srt_file 5 =-zUEyg7TgfU,9.135026,-0.37236822
4,AA/srt_file 23 =awg4AnBzC2o,9.164803,0.987807
4,AA/srt_file 136 =NqhB1C4UicE,9.529819,1.0272295
4,AA/srt_file 0 =_jlCpuU4BtU,9.222383,-0.14848551
4,AA/srt_file 56 =KLPSz3ItW78,8.591261,-1.1120533
4,AA/srt_file 27 =oa9LyLX5rpY,9.458436,0.57213527
4,AA/srt_file 54 =zZfl8t5MOiw,10.922955,0.7489731
4,AA/srt_file 84 =adHBkZUY4vY,9.502636,-0.274594
4,AA/srt_file 76 =0F5qbmdjPtk,8.978462,-0.41769752
4,AA/srt_file 95 =OlSEmh_1aaM,11.499153,1.2500881
4,AA/srt_file 69 =MN3uS9CpmVE,9.016596,-0.635042
4,AA/srt_file 75 =cGHTu88N4Ec,9.235791,-0.41391525
4,AA/srt_file 48 =UAOSyZCCi-A,9.206836,-0.7042291
4,AA/srt_file 78 =CsJZ4NqExCE,10.702018,0.93962324
4,AA/srt_file 124 =BVzLJuxKzHM,9.643072,-1.2811348
4,AA/srt_file 123 =z2KVyaR5BGw,8.587518,0.45806956
4,AA/srt_file 11 =vhGwT2hcE5o,8.617117,-1.2327837
4,AA/srt_file 52 =Yyjr5DgRJHg,9.044564,0.31542116
4,AA/srt_file 55 =Qc8jCCJuBCA,9.352694,0.563741
4,AA/srt_file 16 =I4ouPBvF1d0,9.640289,0.6684998
4,AA/srt_file 82 =34FCIoW5aPo,9.230467,-1.1622727
4,AA/srt_file 120 =c4PZz5r8X_8,11.707368,1.3617572
4,AA/srt_file 33 =zi7uX8zvTtU,9.724775,0.5113998
4,AA/srt_file 49 =V5bjoy_XTTo,9.081214,0.09591724
4,AA/srt_file 67 =8muX94ns0UI,9.591208,-0.71667653
4,AA/srt_file 58 =Z4kZ8Z2FYjM,10.045384,-0.5374084
4,AA/srt_file 87 =u8pbt7lOp4M,9.425508,-0.99196684
4,AA/srt_file 96 =CSQnJ1JO6r8,8.825706,-0.934629
4,AA/srt_file 25 =DF1CaUXEhR4,9.65854,0.5092151
4,AA/srt_file 73 =Ojobjr0bysM,10.073985,0.5672094
4,AA/srt_file 36 =LYWOeCMwZYw,9.328396,0.8244341
4,AA/srt_file 92 =LZRW2a8HTYI,11.481481,1.1009134
4,AA/srt_file 117 =xBDJQMRZI6U,11.441025,1.1350021
4,AA/srt_file 126 =vEeyEj0jWNw,8.431447,0.0999477
4,AA/srt_file 94 =5iU2aWMtEoM,8.610798,0.7851723
4,AA/srt_file 2 =KzymazkdOiQ,9.198071,1.299003
4,AA/srt_file 118 =NqhB1C4UicE,9.595896,1.0791045
4,AA/srt_file 116 =4wPWTvJbeLc,8.900832,-0.691115
4,AA/srt_file 98 =F1WXztX6094,8.599273,0.15402246
4,AA/srt_file 100 =sQUvqTvQ9yM,9.029821,-0.2729218
4,AA/srt_file 43 =NLH1IfiThTA,9.419245,-0.7312775
4,AA/srt_file 83 =jGZdocDr_ag,9.677721,-1.4831403
4,AA/srt_file 63 =ZHEbtoml7EA,9.41338,-0.8722851
4,AA/srt_file 81 =gklOwOeh_vU,11.450104,0.14422414
4,AA/srt_file 6 =UHxKgf1sVYA,8.94928,0.7629111
4,AA/srt_file 4 =pdn1XKjX-es,9.189695,0.5670699
4,AA/srt_file 51 =HgNYQNhtnqk,8.599297,-0.41970477
4,AA/srt_file 77 =o3sENQ4xhHk,9.011983,-1.0545102
4,AA/srt_file 65 =Wvm_pvMmC1Y,9.348938,-0.51944214
4,AA/srt_file 72 =jxIt3Zb7AW0,9.880475,0.48207855
4,AA/srt_file 90 =pxplXnpgWBU,11.488348,0.96336424
4,AA/srt_file 134 =z15wJoQq66I,8.543043,0.67328477
4,AA/srt_file 21 =m6iyow_ogjw,9.854426,0.09002432
4,AA/srt_file 35 =LKGHbqUUbXA,9.149119,0.24609923
4,RISD/srt_file 2 =TgpHH52rD2A,10.903659,-0.82206494
4,RISD/srt_file 6 =9hjBvjwUfQ0,8.173241,0.34867343
4,RISD/srt_file 7 =zJ0wGOEiXq0,7.6796494,0.27874693
4,RISD/srt_file 14 =VfZ3Z_NJ6xY,7.843404,1.0439792
4,RISD/srt_file 12 =RmC-gef9qLA,7.47409,0.7950631
4,RISD/srt_file 5 =GvzBb-d93P8,7.9668646,0.50660795
4,RISD/srt_file 3 =sk-MqCHh2oE,7.9359865,0.35320404
4,RISD/srt_file 16 =EfCNjakyq1c,7.9213567,1.0382937
4,RISD/srt_file 4 =IErJtKcbthI,7.9390597,0.16195974
4,RISD/srt_file 11 =oJK199Udcqk,7.955427,0.6961638
4,RISD/srt_file 9 =oTGjBeKrPm0,8.486271,0.7154293
4,RISD/srt_file 10 =FNIRoVzkDHE,7.935254,0.6678326
4,CU/srt_file 24 =ZDT-78tzSFU,9.889785,1.8424587
4,CU/srt_file 23 =dbDhtDsfaWY,8.487512,-0.30428886
4,CU/srt_file 11 =nXuXkRHZoc8,10.692108,-0.1230409
4,CU/srt_file 10 =hohJ41kOZ2k,11.424584,0.57741773
4,CU/srt_file 20 =w3vLuXaXxrw,9.632473,-0.3257374
4,CU/srt_file 18 =uB8Eg-NEcBw,8.94902,0.013194796
4,CU/srt_file 22 =DJKBAVOUfHw,10.650566,-1.0224149
4,CU/srt_file 32 =31745bql30k,9.827859,1.2487421
4,CU/srt_file 14 =joAxltaSo70,9.541966,-0.5797572
4,CU/srt_file 12 =5O6wRLHoZRk,9.518115,-1.3915697
